title,authors,year,journal,journal_abbrev,doi,doi_url,pdf_link,abstract,keywords,plain_summary,why_it_matters,methods_tags,theme_tags,funders,citation_apa,pdf_status,altmetric_link,altmetric_badge,image_url,graphical_abstract_url,media_links
Illegal shark fishing in the Galápagos Marine Reserve,"Carr, L. A.; Stier, A. C.; Fietz, K.; Montero, I.; Gallagher, A. J.; Bruno, J. F.",2013,Marine Policy,MARINE POLICY,10.1016/j.marpol.2012.12.005,https://doi.org/10.1016/j.marpol.2012.12.005,https://drive.google.com/file/d/1QZ1drzDH-XFlTMreKXYZnyAiCU3baz8h/view,,Fishing; Fishery; Poaching; Marine reserve; Marine protected area; Biodiversity,,,,,,"Carr, L. A., Stier, A. C., Fietz, K., Montero, I., Gallagher, A. J., & Bruno, J. F. (2013). Illegal shark fishing in the Galápagos Marine Reserve. Marine Policy. https://doi.org/10.1016/j.marpol.2012.12.005",present,https://www.altmetric.com/details.php?doi=10.1016/j.marpol.2012.12.005,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.1016/j.marpol.2012.12.005"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
Competitive hierarchies among three species of juvenile coral reef fishes,"Geange, S.; Stier, A.; Shima, J.",2013,Marine Ecology Progress Series,MAR. ECOL. PROG. SER.,10.3354/meps10015,https://doi.org/10.3354/meps10015,https://drive.google.com/file/d/1RDOXUttmzTUmFccxoEYX9KLuxCaRDpe9/view,"MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsTheme Sections MEPS 472:239-248 (2013) - DOI: https://doi.org/10.3354/meps10015 Competitive hierarchies among three species of juvenile coral reef fishes Shane W. Geange1,*, Adrian C. Stier2, Jeffrey S. Shima1 1School of Biological Sciences, Victoria University of Wellington, PO Box 600, Wellington 6023, New Zealand 2Department of Biology, University of Florida, Gainesville, Florida 32611-8525, USA *Email: shane.geange@vuw.ac.nz ABSTRACT: Interspecific competition is often asymmetric, and it can limit the spatial distributions of competitively inferior species within a community. When asymmetric competition involves 2 or more component species, the ranking of species’ competitive abilities may form competitive hierarchies (all species of higher rank out-compete all species of lower rank) or competitive networks (at least 1 species of lower rank out-competes ≥1 species of higher rank). Expectations of resource monopolization and patterns of distribution and abundance among species in competitive networks are expected to differ from those in competitive hierarchies. We conducted a field experiment to evaluate the relative competitive abilities of juveniles of 3 closely related species of reef fish (bird wrasse Gomphosus varius, fivestripe wrasse Thalassoma quinquevittatum and the sixbar wrasse T. hardwicke) on Moorea, French Polynesia. We controlled for intrinsic variation in survivorship among species and found that competition among these 3 species was highly asymmetric, resulting in a simple competitive hierarchy (sequence of competitive ability from superior to inferior competitors): fivestripe wrasse > bird wrasse > sixbar wrasse. We surveyed densities of the 3 reef fish species on 55 patch reefs and observed significant negative spatial covariation between superior and inferior competitors, consistent with competitive hierarchies that limit the spatial distributions of the inferior species (sixbar wrasse). Our work demonstrates that intense asymmetric competition and the formation of competitive hierarchies may be an important determinant of resource monopolization and patterns of distribution and abundance in reef fishes. KEY WORDS: Asymmetric competition · Competitive hierarchies · Interspecific interactions · Wrasse · Gomphosus · Thalassoma · French Polynesia Full text in pdf format Supplementary material PreviousNextCite this article as: Geange SW, Stier AC, Shima JS (2013) Competitive hierarchies among three species of juvenile coral reef fishes. Mar Ecol Prog Ser 472:239-248. https://doi.org/10.3354/meps10015 Export citation RSS - Facebook - Tweet - linkedIn Cited by Published in MEPS Vol. 472. Online publication date: January 09, 2013 Print ISSN: 0171-8630; Online ISSN: 1616-1599 Copyright © 2013 Inter-Research.",Wrasse; Competition (biology); Biology; Ecology; Interspecific competition; Coral reef,MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsTheme Sections MEPS 472:239-248 (2013) - DOI: https://doi. org/10.,,,coral reefs,,"Geange, S., Stier, A., & Shima, J. (2013). Competitive hierarchies among three species of juvenile coral reef fishes. Marine Ecology Progress Series. https://doi.org/10.3354/meps10015",present,https://www.altmetric.com/details.php?doi=10.3354/meps10015,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.3354/meps10015"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
Predator density and timing of arrival affect reef fish community assembly,"Stier, A. C.; Geange, S. W.; Hanson, K. M.; Bolker, B. M.",2013,Ecology,ECOLOGY,10.1890/11-1983.1,https://doi.org/10.1890/11-1983.1,https://drive.google.com/file/d/1Q0xBHh5AGkeZnpXZYfKLqncp3hvR4yod/view,"Most empirical studies of predation use simple experimental approaches to quantify the effects of predators on prey (e.g., using constant densities of predators, such as ambient vs. zero). However, predator densities vary in time, and these effects may not be well represented by studies that use constant predator densities. Although studies have independently examined the importance of predator density, temporal variability, and timing of arrival (i.e., early or late relative to prey), the relative contribution of these different predator regimes on prey abundance, diversity, and composition remains poorly understood. The hawkfish (Paracirrhites arcatus), a carnivorous coral reef fish, exhibits substantial variability in patch occupancy, density, and timing of arrival to natural reefs. Our field experiments demonstrated that effects of hawkfish on prey abundance depended on both hawkfish density and the timing of their arrival, but not on variability in hawkfish density. Relative to treatments without hawkfish, hawkfish presence reduced prey abundance by 50%. This effect increased with a doubling of hawkfish density (an additional 33% reduction), and when hawkfish arrived later during community development (a 34% reduction). Hawkfish did not affect within‐patch diversity (species richness), but they increased between‐patch diversity (beta) based on species incidence (22%), and caused shifts in species composition. Our results suggest that the timing of predator arrival can be as important as predator density in modifying prey abundance and community composition.",Predation; Predator; Abundance (ecology); Ecology; Species richness; Biology,"Most empirical studies of predation use simple experimental approaches to quantify the effects of predators on prey (e.g., using constant densities of predators, such as ambient vs. zero). However, predator densities vary in time, and these effects may not be well represented by studies that use constant predator densities.",,consumer-resource,coral reefs,,"Stier, A. C., Geange, S. W., Hanson, K. M., & Bolker, B. M. (2013). Predator density and timing of arrival affect reef fish community assembly. Ecology. https://doi.org/10.1890/11-1983.1",present,https://www.altmetric.com/details.php?doi=10.1890/11-1983.1,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.1890/11-1983.1"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
High Mortality in a Surgeonfish Following an Exceptional Settlement Event,"Stier, A. C.; Idjadi, J. A.; Geange, S. W.; White, J. S. S.",2013,Pacific Science,PACIFIC SCIENCE,10.2984/67.4.4,https://doi.org/10.2984/67.4.4,https://drive.google.com/file/d/1Ps810gnS2zkD8IHYS2n7WfF584rGhAjf/view,"Marine organisms occasionally settle at exceptional densities, whereby thousands of individuals arrive concurrently. High levels of mortality, which has historically been attributed to predation or competition, often follow this episodic settlement of reef fishes. Here, however, we observed large numbers of newly settled surgeonfish (Ctenochaetus striatus) with white lesions lying dead on the sand amongst patch reefs following separate episodic settlement events in 2006 and 2009 in Moorea, French Polynesia. Pathogens have been identified as an important driver of population dynamics in other marine organisms but less so for reef fishes. Our observations suggest that disease outbreaks may play an underappreciated role as a mechanism of mortality following episodic settlement events in reef fishes.",Reef; Predation; Settlement (finance); Population; Biology; Fishery,"Marine organisms occasionally settle at exceptional densities, whereby thousands of individuals arrive concurrently.  High levels of mortality, which has historically been attributed to predation or competition, often follow this episodic settlement of reef fishes.",,consumer-resource,coral reefs,,"Stier, A. C., Idjadi, J. A., Geange, S. W., & White, J. S. S. (2013). High Mortality in a Surgeonfish Following an Exceptional Settlement Event. Pacific Science. https://doi.org/10.2984/67.4.4",present,https://www.altmetric.com/details.php?doi=10.2984/67.4.4,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.2984/67.4.4"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
Emergent effects of multiple predators on prey survival: the importance of depletion and the functional response,"Mccoy, M. W.; Stier, A. C.; Osenberg, C. W.",2012,Ecology Letters,ECOLOGY LETTERS,10.1111/ele.12005,https://doi.org/10.1111/ele.12005,https://drive.google.com/file/d/1RTBjCF53CsqFf6GgmGXuP1kh39Zc368v/view,"AbstractThe combined effects of multiple predators often cannot be predicted from their independent effects. Emergent multiple predator effects (MPEs) include risk enhancement, where combined predators kill more prey than predicted by their individual effects, and risk reduction, where fewer prey are killed than predicted. Current methods for detecting MPEs are biased because they assume linear functional responses and/or no prey depletion. As a result, past studies overestimated the occurrence of risk enhancement for additive designs, and tended to overestimate the occurrence of risk reduction for substitutive designs. Characterising the predators' functional responses and accounting for prey depletion reduces biases in detection, estimation, interpretation and generalisation of the emergent effects of predator diversity on prey survival. These findings have implications beyond MPE's and should be considered in all studies aimed at understanding how multiple factors combine when demographic rates are density dependent.",Predation; Functional response; Predator; Biology; Ecology,"Abstract The combined effects of multiple predators often cannot be predicted from their independent effects. Emergent multiple predator effects ( MPE s) include risk enhancement, where combined predators kill more prey than predicted by their individual effects, and risk reduction, where fewer prey are killed than predicted. Current methods for detecting MPE s are biased because they assume linear functional responses and/or no prey depletion.",,consumer-resource,,National Science Foundation,"Mccoy, M. W., Stier, A. C., & Osenberg, C. W. (2012). Emergent effects of multiple predators on prey survival: the importance of depletion and the functional response. Ecology Letters. https://doi.org/10.1111/ele.12005",present,https://www.altmetric.com/details.php?doi=10.1111/ele.12005,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.1111/ele.12005"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
Multiple defender effects: synergistic coral defense by mutualist crustaceans,"Mckeon, C. S.; Stier, A. C.; Mcilroy, S. E.; Bolker, B. M.",2012,Oecologia,OECOLOGIA,10.1007/s00442-012-2275-2,https://doi.org/10.1007/s00442-012-2275-2,https://drive.google.com/file/d/1RcKwNv3l-kYqMJlthVveQEl609tZxt--/view,,Biology; Crustacean; Coral; Ecology; Fishery,,,,coral reefs,,"Mckeon, C. S., Stier, A. C., Mcilroy, S. E., & Bolker, B. M. (2012). Multiple defender effects: synergistic coral defense by mutualist crustaceans. Oecologia. https://doi.org/10.1007/s00442-012-2275-2",present,https://www.altmetric.com/details.php?doi=10.1007/s00442-012-2275-2,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.1007/s00442-012-2275-2"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
The influence of fundamental traits on mechanisms controlling appendage regeneration,"Seifert, A. W.; Monaghan, J. R.; Smith, M. D.; Pasch, B.; Stier, A. C.; Michonneau, F.; Maden, M.",2012,Biological Reviews,BIOLOGICAL REVIEWS,10.1111/j.1469-185X.2011.00199.x,https://doi.org/10.1111/j.1469-185X.2011.00199.x,https://drive.google.com/file/d/1Rlmh8Uk1ENpPHLb-rOqQ2BOlAlhoAfqk/view,"One of the most compelling questions in evolutionary biology is why some animals can regenerate injured structures while others cannot. Appendage regeneration appears to be common when viewed across the metazoan phylogeny, yet this ability has been lost in many taxa to varying degrees. Within species, the capacity for regeneration also can vary ontogenetically among individuals. Here we argue that appendage regeneration along the secondary body axis may be constrained by fundamental traits such as body size, aging, life stage, and growth pattern. Studies of the molecular mechanisms affecting regeneration have been conducted primarily with small organisms at early life stages. Such investigations disregard the dramatic shifts in morphology and physiology that organisms undergo as they age, grow, and mature. To help explain interspecific and intraspecific constraints on regeneration, we link particular fundamental traits to specific molecular mechanisms that control regeneration. We present a new synthesis for how these fundamental traits may affect the molecular mechanisms of regeneration at the tissue, cellular, and genomic levels of biological organization. Future studies that explore regeneration in organisms across a broad phylogenetic scale, and within an ontogenetic framework, will help elucidate the proximate mechanisms that modulate regeneration and may reveal new biomedical applications for use in regenerative medicine.",Biology; Regeneration (biology); Appendage; Evolutionary biology; Intraspecific competition; Interspecific competition,"One of the most compelling questions in evolutionary biology is why some animals can regenerate injured structures while others cannot. Appendage regeneration appears to be common when viewed across the metazoan phylogeny, yet this ability has been lost in many taxa to varying degrees. Within species, the capacity for regeneration also can vary ontogenetically among individuals.",,,,,"Seifert, A. W., Monaghan, J. R., Smith, M. D., Pasch, B., Stier, A. C., Michonneau, F., & Maden, M. (2012). The influence of fundamental traits on mechanisms controlling appendage regeneration. Biological Reviews. https://doi.org/10.1111/j.1469-185X.2011.00199.x",present,https://www.altmetric.com/details.php?doi=10.1111/j.1469-185X.2011.00199.x,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.1111/j.1469-185X.2011.00199.x"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
Housekeeping Mutualisms: Do More Symbionts Facilitate Host Performance?,"Stier, A. C.; Gil, M. A.; Mckeon, C. S.; Lemer, S.; Leray, M.; Mills, S. C.; Osenberg, C. W.",2012,PLoS ONE,PLOS ONE,10.1371/journal.pone.0032079,https://doi.org/10.1371/journal.pone.0032079,https://drive.google.com/file/d/1PB7HJWHODJyEUtImtqQ47-ev10MEM6EG/view,"Mutualisms often involve one host supporting multiple symbionts, whose identity, density and intraguild interactions can influence the nature of the mutualism and performance of the host. However, the implications of multiple co-occurring symbionts on services to a host have rarely been quantified. In this study, we quantified effects of decapod symbionts on removal of sediment from their coral host. Our field survey showed that all common symbionts typically occur as pairs and never at greater abundances. Two species, the crab Trapezia serenei and the shrimp Alpheus lottini, were most common and co-occurred more often than expected by chance. We conducted a mesocosm experiment to test for effects of decapod identity and density on sediment removal. Alone, corals removed 10% of sediment, but removal increased to 30% and 48% with the presence of two and four symbionts, respectively. Per-capita effects of symbionts were independent of density and identity. Our results suggest that symbiont density is restricted by intraspecific competition. Thus, increased sediment removal from a coral host can only be achieved by increasing the number of species of symbionts on that coral, even though these species are functionally equivalent. Symbiont diversity plays a key role, not through added functionality but by overcoming density limitation likely imposed by intraspecific mating systems.",Biology; Intraspecific competition; Mutualism (biology); Ecology; Host (biology); Coral,"Mutualisms often involve one host supporting multiple symbionts, whose identity, density and intraguild interactions can influence the nature of the mutualism and performance of the host.  However, the implications of multiple co-occurring symbionts on services to a host have rarely been quantified.",,,coral reefs,,"Stier, A. C., Gil, M. A., Mckeon, C. S., Lemer, S., Leray, M., Mills, S. C., & Osenberg, C. W. (2012). Housekeeping Mutualisms: Do More Symbionts Facilitate Host Performance?. PLoS ONE. https://doi.org/10.1371/journal.pone.0032079",present,https://www.altmetric.com/details.php?doi=10.1371/journal.pone.0032079,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.1371/journal.pone.0032079"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
The value of estuarine and coastal ecosystem services,"Barbier, E. B.; Hacker, S. D.; Kennedy, C.; Koch, E. W.; Stier, A. C.; Silliman, B. R.",2011,Ecological Monographs,ECOLOGICAL MONOGRAPHS,10.1890/10-1510.1,https://doi.org/10.1890/10-1510.1,https://drive.google.com/file/d/1RhJxuIYkZ6TVuzdXTW-9jb0ld9Ax8NCt/view,"The global decline in estuarine and coastal ecosystems (ECEs) is affecting a number of critical benefits, or ecosystem services. We review the main ecological services across a variety of ECEs, including marshes, mangroves, nearshore coral reefs, seagrass beds, and sand beaches and dunes. Where possible, we indicate estimates of the key economic values arising from these services, and discuss how the natural variability of ECEs impacts their benefits, the synergistic relationships of ECEs across seascapes, and management implications. Although reliable valuation estimates are beginning to emerge for the key services of some ECEs, such as coral reefs, salt marshes, and mangroves, many of the important benefits of seagrass beds and sand dunes and beaches have not been assessed properly. Even for coral reefs, marshes, and mangroves, important ecological services have yet to be valued reliably, such as cross-ecosystem nutrient transfer (coral reefs), erosion control (marshes), and pollution control (mangroves). An important issue for valuing certain ECE services, such as coastal protection and habitat–fishery linkages, is that the ecological functions underlying these services vary spatially and temporally. Allowing for the connectivity between ECE habitats also may have important implications for assessing the ecological functions underlying key ecosystems services, such coastal protection, control of erosion, and habitat–fishery linkages. Finally, we conclude by suggesting an action plan for protecting and/or enhancing the immediate and longer-term values of ECE services. Because the connectivity of ECEs across land–sea gradients also influences the provision of certain ecosystem services, management of the entire seascape will be necessary to preserve such synergistic effects. Other key elements of an action plan include further ecological and economic collaborative research on valuing ECE services, improving institutional and legal frameworks for management, controlling and regulating destructive economic activities, and developing ecological restoration options.",Ecosystem services; Seagrass; Salt marsh; Coral reef; Marsh; Mangrove,"The global decline in estuarine and coastal ecosystems (ECEs) is affecting a number of critical benefits, or ecosystem services.  We review the main ecological services across a variety of ECEs, including marshes, mangroves, nearshore coral reefs, seagrass beds, and sand beaches and dunes.",,,coral reefs; restoration,,"Barbier, E. B., Hacker, S. D., Kennedy, C., Koch, E. W., Stier, A. C., & Silliman, B. R. (2011). The value of estuarine and coastal ecosystem services. Ecological Monographs. https://doi.org/10.1890/10-1510.1",present,https://www.altmetric.com/details.php?doi=10.1890/10-1510.1,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.1890/10-1510.1"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
Marine protected areas: a multidisciplinary approach,,2011,,,10.5860/choice.49-5042,https://doi.org/10.5860/choice.49-5042,https://doi.org/10.5860/choice.49-5042,"Introduction Part I. Threats on Marine Ecosystems and Resources: 1. Transitioning from single-sector management of marine resources to ecosystem-based management: what can marine protected areas offer? Simonetta Fraschetti, Joachim Claudet and Kirsten Grorud-Colvert Part II. Effects of Marine Protected Areas 2. Ecological effects of marine protected areas: conservation, restoration and functioning Joachim Claudet, Paolo Guidetti, David Mouillot, Nick T. Shears and Fiorenza Micheli 3. Effects of marine protected areas on adjacent fisheries: evidence from empirical studies Raquel Goni, Fabio Badalamenti and Mark H. Tupper 4. Economically optimal spatial and inter-temporal fishing patterns in a metapopulation James N. Sanchirico 5. Social dynamics of scaling-up marine protected area declarations and management Patrick Christie and Richard Pollnac Part III. Assessment of Marine Protected Area Effectiveness: 6. Assessing effects of marine protected areas: confounding in space and possible solutions Craig W. Osenderg, Jeff Shima, Sonja Miller and Adrian C. Stier 7. Monitoring fisheries effects of marine protected areas: current approaches and the need for integrated assessments Vanessa Stelzenmuller and John Pinnegar 8. Bioeconomic analysis of marine protected area fisheries effects Jean Boncoeur, Olivier Thebaud and Frederique Alban 9. Assessing the impact of marine protected areas on society's well-being: an economic perspective Frederique Alban, Jean Boncoeur and Nicolas Roncin 10. Constructing and validating indicators of marine protected area effectiveness Dominique Pelletier Part IV. Scale-up of Marine Protected Area Systems: 11. The assessment of marine reserve networks: guidelines for ecological evaluation Kirsten Grorud-Colvert, Joachim Claudet, Mark Carr, Jenn Caselle, Jon Day, Alan Friedlander, Sarah Lester, Thierri Lison de Loma, Brian Tissot and Dan Malone 12. Spacing a network of marine protected areas based on connectivity data Serge Planes 13. Effectiveness of the global network of marine protected areas Camilo Mora 14. Conserving the largest habitat on earth: protected areas in the pelagic ocean Alistair Hobday, Edward T. Game, Hedley Grantham and Anthony J. Richardson Index.",multidisciplinary approach; history; geography; environmental planning; political science; law,Introduction Part I.  Threats on Marine Ecosystems and Resources: 1.,,,restoration,,(2011). Marine protected areas: a multidisciplinary approach.  https://doi.org/10.5860/choice.49-5042,present,https://www.altmetric.com/details.php?doi=10.5860/choice.49-5042,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.5860/choice.49-5042"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
Coral density and predation affect growth of a reef-building coral,"Shantz, A. A.; Stier, A. C.; Idjadi, J. A.",2011,Coral Reefs,CORAL REEFS,10.1007/s00338-010-0694-2,https://doi.org/10.1007/s00338-010-0694-2,https://drive.google.com/file/d/1RsuvlmfKlkg9vzqT1vYiyoWjTwYph6VE/view,,Coral; Porites; Predation; Coral reef; Biology; Reef,,,consumer-resource,coral reefs,,"Shantz, A. A., Stier, A. C., & Idjadi, J. A. (2011). Coral density and predation affect growth of a reef-building coral. Coral Reefs. https://doi.org/10.1007/s00338-010-0694-2",present,https://www.altmetric.com/details.php?doi=10.1007/s00338-010-0694-2,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.1007/s00338-010-0694-2"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
Priority effects and habitat complexity affect the strength of competition,"Geange, S. W.; Stier, A. C.",2010,Oecologia,OECOLOGIA,10.1007/s00442-009-1554-z,https://doi.org/10.1007/s00442-009-1554-z,https://drive.google.com/file/d/1QW57TYlz9HwPIvqFpjygzFea3N-SlqsD/view,,Biology; Competitor analysis; Competition (biology); Aggression; Habitat; Intraspecific competition,,,,,,"Geange, S. W. & Stier, A. C. (2010). Priority effects and habitat complexity affect the strength of competition. Oecologia. https://doi.org/10.1007/s00442-009-1554-z",present,https://www.altmetric.com/details.php?doi=10.1007/s00442-009-1554-z,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.1007/s00442-009-1554-z"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
Charismatic microfauna alter cyanobacterial production through a trophic cascade,"Geange, S. W.; Stier, A. C.",2010,Coral Reefs,CORAL REEFS,10.1007/s00338-010-0606-5,https://doi.org/10.1007/s00338-010-0606-5,https://drive.google.com/file/d/1RVz1OnswyuVKM-rsLjmkhLsl34HKjngU/view,,Trophic cascade; Predation; Trophic level; Biology; Nudibranch; Ecology,,,consumer-resource,,,"Geange, S. W. & Stier, A. C. (2010). Charismatic microfauna alter cyanobacterial production through a trophic cascade. Coral Reefs. https://doi.org/10.1007/s00338-010-0606-5",present,https://www.altmetric.com/details.php?doi=10.1007/s00338-010-0606-5,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.1007/s00338-010-0606-5"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
Predators reduce abundance and species richness of coral reef fish recruits via non-selective predation,"Heinlein, J. M.; Stier, A. C.; Steele, M. A.",2010,Coral Reefs,CORAL REEFS,10.1007/s00338-010-0592-7,https://doi.org/10.1007/s00338-010-0592-7,https://drive.google.com/file/d/1QqAPbD0DEe_dRgw-p3oLSCMnnZsLWa1B/view,,Predation; Coral reef; Coral reef fish; Reef; Biology; Ecology,,,consumer-resource,coral reefs,,"Heinlein, J. M., Stier, A. C., & Steele, M. A. (2010). Predators reduce abundance and species richness of coral reef fish recruits via non-selective predation. Coral Reefs. https://doi.org/10.1007/s00338-010-0592-7",present,https://www.altmetric.com/details.php?doi=10.1007/s00338-010-0592-7,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.1007/s00338-010-0592-7"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
The vermetid gastropod <i>Dendropoma maximum</i> reduces coral growth and survival,"Shima, J. S.; Osenberg, C. W.; Stier, A. C.",2010,Biology Letters,BIOL. LETT.,10.1098/rsbl.2010.0291,https://doi.org/10.1098/rsbl.2010.0291,https://drive.google.com/file/d/1S-hafYLKE6Kd2mLSBTfeEjljq-4H_AEL/view,"Coral reefs are one of the most diverse systems on the planet; yet, only a small fraction of coral reef species have attracted scientific study. Here, we document strong deleterious effects of an often overlooked species—the vermetid gastropod,Dendropoma maximum—on growth and survival of reef-building corals. Our surveys of vermetids on Moorea (French Polynesia) revealed a negative correlation between the density of vermetids and the per cent cover of live coral. Furthermore, the incidence of flattened coral growth forms was associated with the presence of vermetids. We transplanted and followed the fates of focal colonies of four species of corals on natural reefs where we also manipulated presence/absence of vermetids. Vermetids reduced skeletal growth of focal corals by up to 81 per cent and survival by up to 52 per cent. Susceptibility to vermetids varied among coral species, suggesting that vermetids could shift coral community composition. Our work highlights the potential importance of a poorly studied gastropod to coral dynamics.",Biology; Coral; Gastropoda; Mollusca; Ecology,"Coral reefs are one of the most diverse systems on the planet; yet, only a small fraction of coral reef species have attracted scientific study. Here, we document strong deleterious effects of an often overlooked species—the vermetid gastropod, Dendropoma maximum— on growth and survival of reef-building corals. Our surveys of vermetids on Moorea (French Polynesia) revealed a negative correlation between the density of vermetids and the per cent cover of live coral.",,,coral reefs,,"Shima, J. S., Osenberg, C. W., & Stier, A. C. (2010). The vermetid gastropod <i>Dendropoma maximum</i> reduces coral growth and survival. Biology Letters. https://doi.org/10.1098/rsbl.2010.0291",present,https://www.altmetric.com/details.php?doi=10.1098/rsbl.2010.0291,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.1098/rsbl.2010.0291"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
Propagule redirection: Habitat availability reduces colonization and increases recruitment in reef fishes,"Stier, A. C.; Osenberg, C. W.",2010,Ecology,ECOLOGY,10.1890/09-1993.1,https://doi.org/10.1890/09-1993.1,https://drive.google.com/file/d/1OoorYJc7-DFjnvg8bykoQpGPsfqLWwUB/view,"Increased habitat availability or quality can alter production of habitat‐dependent organisms in two contrasting ways: (1) by enhancing input of new colonists to the new sites (the Field‐of‐Dreams Hypothesis); and (2) by drawing colonists away from existing sites (the Propagule Redirection Hypothesis), and thus reducing the deleterious effects of density. We conducted a field experiment on coral reef fishes in Moorea, French Polynesia, to quantify how differing levels of habitat availability (controlling for quality) increased and/or redirected colonizing larval fish. Focal reefs without neighboring reefs received two to four times more settlers than reefs with adjacent habitat, demonstrating that increased habitat redirected larval fish. At the scale of the entire reef array, total colonization increased 1.3‐fold in response to a sixfold increase in reef area (and a 2.75‐fold increase in adjusted habitat availability). Thus, propagules were both increased and redirected, a result midway between the Field‐of‐Dreams and Propagule Redirection Hypotheses. A recruitment model using our data and field estimates of density‐dependent recruitment predicts that habitat addition increases recruitment primarily by ameliorating the negative effects of competition at existing sites rather than increasing colonization at the new sites per se. Understanding long‐term implications of these effects depends upon the interplay among habitat dynamics, population connectivity, colonization dynamics, and density dependence.",Propagule; Reef; Habitat; Colonization; Ecology; Biology,"Increased habitat availability or quality can alter production of habitat‐dependent organisms in two contrasting ways: (1) by enhancing input of new colonists to the new sites (the Field‐of‐Dreams Hypothesis); and (2) by drawing colonists away from existing sites (the Propagule Redirection Hypothesis), and thus reducing the deleterious effects of density. We conducted a field experiment on coral reef fishes in Moorea, French Polynesia, to quantify how differing levels of habitat availability (controlling for quality) increased and/or redirected colonizing larval fish. Focal reefs without neighboring reefs received two to four times more settlers than reefs with adjacent habitat, demonstrating that increased habitat redirected larval fish.",,,coral reefs,,"Stier, A. C. & Osenberg, C. W. (2010). Propagule redirection: Habitat availability reduces colonization and increases recruitment in reef fishes. Ecology. https://doi.org/10.1890/09-1993.1",present,https://www.altmetric.com/details.php?doi=10.1890/09-1993.1,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.1890/09-1993.1"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
Guard crabs alleviate deleterious effects of vermetid snails on a branching coral,"Stier, A. C.; McKeon, C. S.; Osenberg, C. W.; Shima, J. S.",2010,Coral Reefs,CORAL REEFS,10.1007/s00338-010-0663-9,https://doi.org/10.1007/s00338-010-0663-9,https://drive.google.com/file/d/1QOeao-MJL0JXc4FoO4v2nsrigxDOKU50/view,,Coral; Biology; Hermatypic coral; Ecology; Scleractinia; Reef,,,,coral reefs,,"Stier, A. C., McKeon, C. S., Osenberg, C. W., & Shima, J. S. (2010). Guard crabs alleviate deleterious effects of vermetid snails on a branching coral. Coral Reefs. https://doi.org/10.1007/s00338-010-0663-9",present,https://www.altmetric.com/details.php?doi=10.1007/s00338-010-0663-9,"<span class=""altmetric-embed"" data-badge-type=""donut"" data-badge-popover=""right"" data-doi=""10.1007/s00338-010-0663-9"" data-hide-no-mentions=""true"" data-link-target=""_blank""></span>",,,
