"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"W8ENCHNE","journalArticle","2021","Samhouri, Jameal F.; Stier, Adrian C.","Ecological impacts of an invasive mesopredator do not differ from those of a native mesopredator: lionfish in Caribbean Panama","Coral Reefs","","0722-4028, 1432-0975","10.1007/s00338-021-02132-8","https://link.springer.com/10.1007/s00338-021-02132-8","The impacts of invasive lionﬁsh (Pterois volitans/miles) on native coral reef populations in the Western Atlantic Ocean and Caribbean Sea can be enormous. However, how much lionﬁsh differ from native predators and whether their effects outweigh the abundant mesopredators that occupy many reefs invite continued examination. Here, we present empirical evidence from Caribbean Panama and beyond suggesting that lionﬁsh are less abundant than native mesopredators. Furthermore, we show that their direct impacts on survivorship and size distributions of one native prey species are similar to those of a native mesopredator. These results support calls for lionﬁsh management that considers evolving local ecological and social dynamics, including prey community composition, the roles of native mesopredators, and regional goals for conservation and ﬁsheries. Recognition of regional context creates the potential for synergies between conservation actions aimed both at the invasion and other consequential problems such as overexploitation and climate change.","2021-10","2025-09-07 18:13:25","2025-09-07 18:13:25","2025-09-07 18:13:25","1593-1600","","5","40","","Coral Reefs","Ecological impacts of an invasive mesopredator do not differ from those of a native mesopredator","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/55H4NQZ5/Samhouri and Stier - 2021 - Ecological impacts of an invasive mesopredator do not differ from those of a native mesopredator li.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YJAY5ZEC","journalArticle","2017","Samhouri, Jameal F.; Andrews, Kelly S.; Fay, Gavin; Harvey, Chris J.; Hazen, Elliott L.; Hennessey, Shannon M.; Holsman, Kirstin; Hunsicker, Mary E.; Large, Scott I.; Marshall, Kristin N.; Stier, Adrian C.; Tam, Jamie C.; Zador, Stephani G.","Defining ecosystem thresholds for human activities and environmental pressures in the California Current","Ecosphere","","2150-8925, 2150-8925","10.1002/ecs2.1860","https://esajournals.onlinelibrary.wiley.com/doi/10.1002/ecs2.1860","The oceans are changing more rapidly than ever before. Unprecedented climatic variability is interacting with unmistakable long-term trends, all against a backdrop of intensifying human activities. What remains unclear, however, is how to evaluate whether conditions have changed sufﬁciently to provoke major responses of species, habitats, and communities. We developed a framework based on multimodel inference to deﬁne ecosystem-based thresholds for human and environmental pressures in the California Current marine ecosystem. To demonstrate how to apply the framework, we explored two decades of data using gradient forest and generalized additive model analyses, screening for nonlinearities and potential threshold responses of ecosystem states (n = 9) across environmental (n = 6) and human (n = 10) pressures. These analyses identiﬁed the existence of threshold responses of ﬁve ecosystem states to four environmental and two human pressures. Both methods agreed on threshold relationships in two cases: (1) the winter copepod anomaly and habitat modiﬁcation, and (2) sea lion pup production and the summer mode of the Paciﬁc Decadal Oscillation (PDO). Considered collectively, however, these alternative analytical approaches imply that as many as ﬁve of the nine ecosystem states may exhibit threshold changes in response to negative PDO values in the summer (copepods, scavengers, groundﬁsh, and marine mammals). This result is consistent with the idea that the inﬂuence of the PDO extends across multiple trophic levels, but extends current knowledge by deﬁning the nonlinear nature of these responses. This research provides a new way to interpret changes in the intensities of human and environmental pressures as they relate to the ecological integrity of the California Current ecosystem. These insights can be used to make more informed assessments of when and under what conditions intervention, preparation, and mitigation may enhance progress toward ecosystem-based management goals.","2017-06","2025-09-07 18:13:27","2025-09-07 18:13:27","2025-09-07 18:13:27","e01860","","6","8","","Ecosphere","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/H6IS7MD4/Samhouri et al. - 2017 - Defining ecosystem thresholds for human activities and environmental pressures in the California Cur.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"635S26H4","journalArticle","2022","Samhouri, Jameal F.; Shelton, Andrew Olaf; Williams, Gregory D.; Feist, Blake E.; Hennessey, Shannon M.; Bartz, Krista; Kelly, Ryan P.; O’Donnell, James L.; Sheer, Mindi; Stier, Adrian C.; Levin, Phillip S.","How much city is too much city? Biodiversity and ecosystem functioning along an urban gradient at the interface of land and sea","Frontiers in Marine Science","","2296-7745","10.3389/fmars.2022.931319","https://www.frontiersin.org/articles/10.3389/fmars.2022.931319/full","A huge proportion of the world’s population resides in urban areas along the coast. As cities expand, the ability of coastal ecosystems to provide the benefits people derive from nature, ranging from food from fisheries to coastal defense to maritime transportation and beyond, is in question. While it is well understood that coastal development changes ecosystems, quantitative insights about how terrestrial urbanization fundamentally alters ecosystem structure and function in adjacent freshwater and downstream coastal marine habitats remain rare, though a general expectation is that impacts of terrestrial urbanization will attenuate from land to freshwater to coastal marine habitats. Empirical assessments of these phenomena are especially important for species that rely on freshwater and coastal marine habitats at multiple points in their life cycles, including endangered and threatened Pacific salmon (               Oncorhynchus               spp.). We investigated associations between landscape-scale urbanization and ecosystem structure (biodiversity of epibenthic invertebrate taxa) and function (benthic net primary productivity and decomposition) in freshwater and coastal marine habitats across six pairs of more and less urbanized, coastal watersheds in Puget Sound, WA, USA, using principal components analysis, analysis of covariance, and Mantel tests. Greater upland urbanization was associated with greater reductions in freshwater biodiversity, measured as the density and evenness of epibenthic invertebrate families. In contrast and surprisingly, however, coastal marine biodiversity (measured as the density and evenness of epibenthic invertebrate families) tended to be higher at more urbanized sites, suggesting the potential role of low to moderate levels of urbanization-related disturbance in determining coastal marine biodiversity patterns. We found no statistical association between urbanization and freshwater and coastal marine ecosystem functions, estimated from changes in accumulated algal biomass on tiles (benthic net primary productivity) and loss of biomass from litter bags (decomposition). In addition, there was no evidence that changes in ecosystem structure and function with urbanization were more severe in freshwater than coastal marine habitats, as might be expected if the land-sea boundary diminished effects of landscape-scale urbanization. Our results suggest that the effects of urbanization can be complex and that attention to terrestrial, freshwater, and coastal marine systems in concert will produce more effective, ecosystem-based management.","2022-09-16","2025-09-07 18:13:28","2025-09-07 18:13:28","2025-09-07 18:13:28","931319","","","9","","Front. Mar. Sci.","How much city is too much city?","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/R3ATEUCG/Samhouri et al. - 2022 - How much city is too much city Biodiversity and ecosystem functioning along an urban gradient at th.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4EJBWU6","journalArticle","2017","Samhouri, Jameal F.; Stier, Adrian C.; Hennessey, Shannon M.; Novak, Mark; Halpern, Benjamin S.; Levin, Phillip S.","Rapid and direct recoveries of predators and prey through synchronized ecosystem management","Nature Ecology & Evolution","","2397-334X","10.1038/s41559-016-0068","https://www.nature.com/articles/s41559-016-0068","","2017-03-01","2025-09-07 18:13:30","2025-09-07 18:13:30","2025-09-07 18:13:30","0068","","4","1","","Nat Ecol Evol","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/H87TBRSP/Samhouri et al. - 2017 - Rapid and direct recoveries of predators and prey through synchronized ecosystem management.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XAQ95RCC","journalArticle","2010","Shima, Jeffrey S.; Osenberg, Craig W.; Stier, Adrian C.","The vermetid gastropod <i>Dendropoma maximum</i> reduces coral growth and survival","Biology Letters","","1744-9561, 1744-957X","10.1098/rsbl.2010.0291","https://royalsocietypublishing.org/doi/10.1098/rsbl.2010.0291","Coral reefs are one of the most diverse systems on the planet; yet, only a small fraction of coral reef species have attracted scientific study. Here, we document strong deleterious effects of an often overlooked species—the vermetid gastropod,               Dendropoma maximum—               on growth and survival of reef-building corals. Our surveys of vermetids on Moorea (French Polynesia) revealed a negative correlation between the density of vermetids and the per cent cover of live coral. Furthermore, the incidence of flattened coral growth forms was associated with the presence of vermetids. We transplanted and followed the fates of focal colonies of four species of corals on natural reefs where we also manipulated presence/absence of vermetids. Vermetids reduced skeletal growth of focal corals by up to 81 per cent and survival by up to 52 per cent. Susceptibility to vermetids varied among coral species, suggesting that vermetids could shift coral community composition. Our work highlights the potential importance of a poorly studied gastropod to coral dynamics.","2010-12-23","2025-09-07 18:13:31","2025-09-07 18:13:31","2025-09-07 18:13:31","815-818","","6","6","","Biol. Lett.","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/3M4XUJ2Q/Shima et al. - 2010 - The vermetid gastropod Dendropoma maximum reduces coral growth and survival.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V3SZ7DSF","journalArticle","2012","Seifert, Ashley W.; Monaghan, James R.; Smith, Matthew D.; Pasch, Bret; Stier, Adrian C.; Michonneau, François; Maden, Malcolm","The influence of fundamental traits on mechanisms controlling appendage regeneration","Biological Reviews","","1464-7931, 1469-185X","10.1111/j.1469-185X.2011.00199.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-185X.2011.00199.x","One of the most compelling questions in evolutionary biology is why some animals can regenerate injured structures while others cannot. Appendage regeneration appears to be common when viewed across the metazoan phylogeny, yet this ability has been lost in many taxa to varying degrees. Within species, the capacity for regeneration also can vary ontogenetically among individuals. Here we argue that appendage regeneration along the secondary body axis may be constrained by fundamental traits such as body size, aging, life stage, and growth pattern. Studies of the molecular mechanisms affecting regeneration have been conducted primarily with small organisms at early life stages. Such investigations disregard the dramatic shifts in morphology and physiology that organisms undergo as they age, grow, and mature. To help explain interspeciﬁc and intraspeciﬁc constraints on regeneration, we link particular fundamental traits to speciﬁc molecular mechanisms that control regeneration. We present a new synthesis for how these fundamental traits may affect the molecular mechanisms of regeneration at the tissue, cellular, and genomic levels of biological organization. Future studies that explore regeneration in organisms across a broad phylogenetic scale, and within an ontogenetic framework, will help elucidate the proximate mechanisms that modulate regeneration and may reveal new biomedical applications for use in regenerative medicine.","2012-05","2025-09-07 18:13:33","2025-09-07 18:13:33","2025-09-07 18:13:33","330-345","","2","87","","Biological Reviews","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/7CWDC2AL/Seifert et al. - 2012 - The influence of fundamental traits on mechanisms controlling appendage regeneration.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NY6FZ2W4","journalArticle","2015","Selkoe, Kimberly A.; Blenckner, Thorsten; Caldwell, Margaret R.; Crowder, Larry B.; Erickson, Ashley L.; Essington, Timothy E.; Estes, James A.; Fujita, Rod M.; Halpern, Benjamin S.; Hunsicker, Mary E.; Kappel, Carrie V.; Kelly, Ryan P.; Kittinger, John N.; Levin, Phillip S.; Lynham, John M.; Mach, Megan E.; Martone, Rebecca G.; Mease, Lindley A.; Salomon, Anne K.; Samhouri, Jameal F.; Scarborough, Courtney; Stier, Adrian C.; White, Crow; Zedler, Joy","Principles for managing marine ecosystems prone to tipping points","Ecosystem Health and Sustainability","","2096-4129, 2332-8878","10.1890/EHS14-0024.1","https://spj.science.org/doi/10.1890/EHS14-0024.1","As climatic changes and human uses intensify, resource managers and other decision makers are taking actions to either avoid or respond to ecosystem tipping points, or dramatic shifts in structure and function that are often costly and hard to reverse. Evidence indicates that explicitly addressing tipping points leads to improved management outcomes. Drawing on theory and examples from marine systems, we distill a set of seven principles to guide effective management in ecosystems with tipping points, derived from the best available science. These principles are based on observations that tipping points (1) are possible everywhere, (2) are associated with intense and/or multifaceted human use, (3) may be preceded by changes in earlywarning indicators, (4) may redistribute benefits among stakeholders, (5) affect the relative costs of action and inaction, (6) suggest biologically informed management targets, and (7) often require an adaptive response to monitoring. We suggest that early action to preserve system resilience is likely more practical, affordable, and effective than late action to halt or reverse a tipping point. We articulate a conceptual approach to management focused on linking management targets to thresholds, tracking early-warning signals of ecosystem instability, and stepping up investment in monitoring and mitigation as the likelihood of dramatic ecosystem change increases. This approach can simplify and economize management by allowing decision makers to capitalize on the increasing value of precise information about threshold relationships when a system is closer to tipping or by ensuring that restoration effort is sufficient to tip a system into the desired regime.","2015-07","2025-09-07 18:13:34","2025-09-07 18:13:35","2025-09-07 18:13:34","1-18","","5","1","","Ecosyst Health Sustain","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/VMCTM6AN/Selkoe et al. - 2015 - Principles for managing marine ecosystems prone to tipping points.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAFQCUB8","journalArticle","2022","Sguotti, Camilla; Blöcker, Alexandra M.; Färber, Leonie; Blanz, Benjamin; Cormier, Roland; Diekmann, Rabea; Letschert, Jonas; Rambo, Henrike; Stollberg, Nicole; Stelzenmüller, Vanessa; Stier, Adrian C.; Möllmann, Christian","Irreversibility of regime shifts in the North Sea","Frontiers in Marine Science","","2296-7745","10.3389/fmars.2022.945204","https://www.frontiersin.org/articles/10.3389/fmars.2022.945204/full","Human impacts can induce ecosystems to cross tipping points and hence unexpected and sudden changes in ecosystem services that are difficult or impossible to reverse. The world´s oceans suffer from cumulative anthropogenic pressures like overexploitation and climate change and are especially vulnerable to such regime shifts. Yet an outstanding question is whether regime changes in marine ecosystems are irreversible. Here we first review the evidence for regime shifts in the North Sea ecosystem, one of the heaviest impacted and best studied marine ecosystems in the world. We then used catastrophe theory to show that fishing and warming have caused a previously undetected and potentially irreversible regime shift. Our study emphasizes the combined effects of local and global human impacts in driving significant ecosystem shifts and suggests that adaptation is likely the central avenue forward for maintaining services in the face of global climate change.","2022-09-21","2025-09-07 18:13:36","2025-09-07 18:13:36","2025-09-07 18:13:36","945204","","","9","","Front. Mar. Sci.","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/A8RQKDPW/Sguotti et al. - 2022 - Irreversibility of regime shifts in the North Sea.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESVLGF8D","journalArticle","2011","Shantz, A. A.; Stier, A. C.; Idjadi, J. A.","Coral density and predation affect growth of a reef-building coral","Coral Reefs","","0722-4028, 1432-0975","10.1007/s00338-010-0694-2","http://link.springer.com/10.1007/s00338-010-0694-2","The inﬂuence of predation on the growth of stony corals has gained increased attention, although the degree to which coral conspeciﬁc density can modify the effects of corallivores remains poorly studied. Here, a ﬁeld experiment was used to quantify the independent and combined effects of coral colony density and coral predators on the skeletal growth of massive Porites. Predator exclusion increased coral growth by 20%. Increasing coral density increased growth by 30%. However, the effect of predators was independent of coral density. Possible alternative mechanisms for increased skeletal growth at higher colony density include changes in near-ﬁeld ﬂow, resulting in increases in photosynthetic activity, nutrient uptake, or the increased accessibility of coral mutualists.","2011-06","2025-09-07 18:13:37","2025-09-07 18:13:37","2025-09-07 18:13:37","363-367","","2","30","","Coral Reefs","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/QNMAQW5H/Shantz et al. - 2011 - Coral density and predation affect growth of a reef-building coral.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PB7M33KM","journalArticle","2014","Shelton, Andrew Olaf; Samhouri, Jameal F.; Stier, Adrian C.; Levin, Philip S.","Assessing trade-offs to inform ecosystem-based fisheries management of forage fish","Scientific Reports","","2045-2322","10.1038/srep07110","https://www.nature.com/articles/srep07110","Abstract                            Twenty-first century conservation is centered on negotiating trade-offs between the diverse needs of people and the needs of the other species constituting coupled human-natural ecosystems. Marine forage fishes, such as sardines, anchovies and herring, are a nexus for such trade-offs because they are both central nodes in marine food webs and targeted by fisheries. An important example is Pacific herring,               Clupea pallisii               in the Northeast Pacific. Herring populations are subject to two distinct fisheries: one that harvests adults and one that harvests spawned eggs. We develop stochastic, age-structured models to assess the interaction between fisheries, herring populations and the persistence of predators reliant on herring populations. We show that egg- and adult-fishing have asymmetric effects on herring population dynamics - herring stocks can withstand higher levels of egg harvest before becoming depleted. Second, ecosystem thresholds proposed to ensure the persistence of herring predators do not necessarily pose more stringent constraints on fisheries than conventional, fishery driven harvest guidelines. Our approach provides a general template to evaluate ecosystem trade-offs between stage-specific harvest practices in relation to environmental variability, the risk of fishery closures and the risk of exceeding ecosystem thresholds intended to ensure conservation goals are met.","2014-11-19","2025-09-07 18:13:38","2025-09-07 18:13:38","2025-09-07 18:13:38","7110","","1","4","","Sci Rep","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/HXRF5FN5/Shelton et al. - 2014 - Assessing trade-offs to inform ecosystem-based fisheries management of forage fish.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GI2FP9Y","journalArticle","2010","Shima, Jeffrey S.; Osenberg, Craig W.; Stier, Adrian C.","The vermetid gastropod <i>Dendropoma maximum</i> reduces coral growth and survival","Biology Letters","","1744-9561, 1744-957X","10.1098/rsbl.2010.0291","https://royalsocietypublishing.org/doi/10.1098/rsbl.2010.0291","Coral reefs are one of the most diverse systems on the planet; yet, only a small fraction of coral reef species have attracted scientific study. Here, we document strong deleterious effects of an often overlooked species—the vermetid gastropod,               Dendropoma maximum—               on growth and survival of reef-building corals. Our surveys of vermetids on Moorea (French Polynesia) revealed a negative correlation between the density of vermetids and the per cent cover of live coral. Furthermore, the incidence of flattened coral growth forms was associated with the presence of vermetids. We transplanted and followed the fates of focal colonies of four species of corals on natural reefs where we also manipulated presence/absence of vermetids. Vermetids reduced skeletal growth of focal corals by up to 81 per cent and survival by up to 52 per cent. Susceptibility to vermetids varied among coral species, suggesting that vermetids could shift coral community composition. Our work highlights the potential importance of a poorly studied gastropod to coral dynamics.","2010-12-23","2025-09-07 18:13:40","2025-09-07 18:13:40","2025-09-07 18:13:40","815-818","","6","6","","Biol. Lett.","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/XU98M7VT/Shima et al. - 2010 - The vermetid gastropod Dendropoma maximum reduces coral growth and survival.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CGS2UZ9S","journalArticle","2014","Stier, A. C.; Leray, M.","Predators alter community organization of coral reef cryptofauna and reduce abundance of coral mutualists","Coral Reefs","","0722-4028, 1432-0975","10.1007/s00338-013-1077-2","http://link.springer.com/10.1007/s00338-013-1077-2","","2014-03","2025-09-07 18:13:41","2025-09-07 18:13:41","2025-09-07 18:13:41","181-191","","1","33","","Coral Reefs","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/4UTN7MGG/Stier and Leray - 2014 - Predators alter community organization of coral reef cryptofauna and reduce abundance of coral mutua.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VZGTBCFQ","journalArticle","2024","Stier, Adrian C.; Osenberg, Craig W.","Coral guard crabs","Current Biology","","09609822","10.1016/j.cub.2023.10.067","https://linkinghub.elsevier.com/retrieve/pii/S0960982223014902","","2024-01","2025-09-07 18:13:42","2025-09-07 18:13:42","2025-09-07 18:13:42","R5-R7","","1","34","","Current Biology","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/SJ9P9D4F/Stier and Osenberg - 2024 - Coral guard crabs.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2879P9GA","journalArticle","2024","Stier, Adrian C.; Osenberg, Craig W.","How fishes and invertebrates impact coral resilience","Current Biology","","09609822","10.1016/j.cub.2024.05.071","https://linkinghub.elsevier.com/retrieve/pii/S0960982224007486","","2024-07","2025-09-07 18:13:44","2025-09-07 18:13:44","2025-09-07 18:13:44","R613-R615","","13","34","","Current Biology","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/V2UX9LCR/Stier and Osenberg - 2024 - How fishes and invertebrates impact coral resilience.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SA8MEIDU","journalArticle","2010","Stier, Adrian C.; Osenberg, Craig W.","Propagule redirection: Habitat availability reduces colonization and increases recruitment in reef fishes","Ecology","","0012-9658, 1939-9170","10.1890/09-1993.1","https://esajournals.onlinelibrary.wiley.com/doi/10.1890/09-1993.1","Increased habitat availability or quality can alter production of habitatdependent organisms in two contrasting ways: (1) by enhancing input of new colonists to the new sites (the Field-of-Dreams Hypothesis); and (2) by drawing colonists away from existing sites (the Propagule Redirection Hypothesis), and thus reducing the deleterious effects of density. We conducted a ﬁeld experiment on coral reef ﬁshes in Moorea, French Polynesia, to quantify how differing levels of habitat availability (controlling for quality) increased and/or redirected colonizing larval ﬁsh. Focal reefs without neighboring reefs received two to four times more settlers than reefs with adjacent habitat, demonstrating that increased habitat redirected larval ﬁsh. At the scale of the entire reef array, total colonization increased 1.3-fold in response to a sixfold increase in reef area (and a 2.75-fold increase in adjusted habitat availability). Thus, propagules were both increased and redirected, a result midway between the Field-of-Dreams and Propagule Redirection Hypotheses. A recruitment model using our data and ﬁeld estimates of density-dependent recruitment predicts that habitat addition increases recruitment primarily by ameliorating the negative effects of competition at existing sites rather than increasing colonization at the new sites per se. Understanding long-term implications of these effects depends upon the interplay among habitat dynamics, population connectivity, colonization dynamics, and density dependence.","2010-10","2025-09-07 18:13:45","2025-09-07 18:13:45","2025-09-07 18:13:45","2826-2832","","10","91","","Ecology","Propagule redirection","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/QU82IY42/Stier and Osenberg - 2010 - Propagule redirection Habitat availability reduces colonization and increases recruitment in reef f.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJL5GPMF","journalArticle","2014","Stier, A. C.; White, J. W.","Predator density and the functional responses of coral reef fish","Coral Reefs","","0722-4028, 1432-0975","10.1007/s00338-013-1096-z","http://link.springer.com/10.1007/s00338-013-1096-z","","2014-03","2025-09-07 18:13:47","2025-09-07 18:13:47","2025-09-07 18:13:47","235-240","","1","33","","Coral Reefs","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/E8VY9956/Stier and White - 2014 - Predator density and the functional responses of coral reef fish.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HPE2SYTX","journalArticle","2017","Stier, Adrian C.; Samhouri, Jameal F.; Gray, Steven; Martone, Rebecca G.; Mach, Megan E.; Halpern, Benjamin S.; Kappel, Carrie V.; Scarborough, Courtney; Levin, Phillip S.","Integrating Expert Perceptions into Food Web Conservation and Management","Conservation Letters","","1755-263X, 1755-263X","10.1111/conl.12245","https://conbio.onlinelibrary.wiley.com/doi/10.1111/conl.12245","Decision-makers often rely on expert knowledge, especially in complex and data-poor social-ecological systems (SESs). However, expert knowledge and perceptions of SES structure and function vary; therefore, understanding how these perceptions differ is critical to building knowledge and developing sustainability solutions. Here, we quantify how scientiﬁc, local, and traditional knowledge experts vary in their perceptions of food webs centered on Paciﬁc herring—a valuable ecological, economic, and cultural resource in Haida Gwaii, BC, Canada. Expert perceptions of the herring food web varied markedly in structure, and a simulated herring recovery with each of these unique mental models demonstrated wide variability in the perceived importance of herring to the surrounding food web. Using this general approach to determine the logical consequences of expert perceptions of SES structure in the context of potential future management actions, decision-makers can work explicitly toward ﬁlling knowledge gaps while embracing a diversity of perspectives.","2017-01","2025-09-07 18:13:49","2025-09-07 18:13:49","2025-09-07 18:13:49","67-76","","1","10","","CONSERVATION LETTERS","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/R7WVGPF7/Stier et al. - 2017 - Integrating Expert Perceptions into Food Web Conservation and Management.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UVFDGF7P","journalArticle","2017","Stier, Adrian C.; Stallings, Christopher D.; Samhouri, Jameal F.; Albins, Mark A.; Almany, Glenn R.","Biodiversity effects of the predation gauntlet","Coral Reefs","","0722-4028, 1432-0975","10.1007/s00338-017-1544-2","http://link.springer.com/10.1007/s00338-017-1544-2","","2017-06","2025-09-07 18:13:50","2025-09-07 18:13:50","2025-09-07 18:13:50","601-606","","2","36","","Coral Reefs","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/MLKFAGXR/Stier et al. - 2017 - Biodiversity effects of the predation gauntlet.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
